3660
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	7
22	7
23	7
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	7
37	0
38	0
39	0
40	0
41	7
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	7
67	7
68	7
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	7
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	8
91	7
92	7
93	7
94	7
95	8
96	7
97	7
98	7
99	0
100	0
101	0
102	0
103	0
104	0
105	5
106	7
107	0
108	5
109	0
110	0
111	5
112	0
113	5
114	0
115	0
116	0
117	0
118	0
119	5
120	5
121	0
122	5
123	5
124	5
125	5
126	5
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	7
136	7
137	0
138	0
139	0
140	0
141	7
142	7
143	0
144	8
145	0
146	0
147	0
148	0
149	0
150	9
151	0
152	0
153	0
154	0
155	5
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	5
165	0
166	0
167	5
168	5
169	5
170	0
171	5
172	7
173	0
174	0
175	0
176	5
177	5
178	0
179	0
180	5
181	5
182	0
183	0
184	5
185	5
186	5
187	5
188	0
189	0
190	0
191	5
192	5
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	5
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	5
253	5
254	5
255	5
256	5
257	5
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	8
269	0
270	5
271	5
272	5
273	5
274	0
275	0
276	5
277	0
278	0
279	0
280	5
281	0
282	0
283	0
284	5
285	5
286	7
287	0
288	0
289	0
290	0
291	0
292	7
293	0
294	5
295	5
296	0
297	0
298	5
299	0
300	0
301	0
302	8
303	0
304	0
305	0
306	0
307	0
308	5
309	0
310	0
311	0
312	0
313	5
314	5
315	5
316	8
317	0
318	6
319	0
320	6
321	5
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	5
330	7
331	5
332	5
333	5
334	0
335	0
336	5
337	5
338	5
339	5
340	5
341	5
342	0
343	0
344	0
345	5
346	0
347	0
348	0
349	5
350	5
351	0
352	0
353	7
354	0
355	0
356	0
357	0
358	6
359	0
360	5
361	5
362	5
363	0
364	5
365	0
366	0
367	5
368	0
369	5
370	5
371	5
372	5
373	5
374	0
375	0
376	6
377	6
378	0
379	6
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	6
395	0
396	0
397	6
398	6
399	6
400	6
401	6
402	0
403	0
404	0
405	0
406	0
407	5
408	0
409	0
410	0
411	0
412	0
413	0
414	5
415	0
416	0
417	0
418	0
419	0
420	0
421	5
422	0
423	5
424	0
425	0
426	7
427	0
428	0
429	7
430	7
431	7
432	7
433	7
434	0
435	0
436	0
437	5
438	0
439	0
440	0
441	5
442	5
443	7
444	0
445	5
446	5
447	5
448	5
449	0
450	0
451	0
452	6
453	6
454	5
455	5
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	5
465	5
466	0
467	5
468	5
469	5
470	5
471	5
472	0
473	0
474	0
475	5
476	5
477	5
478	5
479	6
480	9
481	7
482	0
483	5
484	5
485	0
486	0
487	5
488	0
489	0
490	0
491	5
492	0
493	0
494	0
495	0
496	0
497	5
498	5
499	0
500	0
501	5
502	5
503	5
504	5
505	0
506	5
507	0
508	0
509	0
510	0
511	0
512	0
513	6
514	0
515	0
516	0
517	6
518	0
519	5
520	0
521	6
522	0
523	6
524	6
525	0
526	0
527	6
528	0
529	0
530	5
531	0
532	5
